city,district,neighborhood,square_meter,gold_gr,type,total_gold
İstanbul,Şile,Yaylalı Mah.,1766.0,1.4860525703817382,3,2624.36883929415
İstanbul,Kadıköy,Rasimpaşa Mah.,104.0,49.20691573676531,3,5117.519236623592
İstanbul,Silivri,Balaban Mah.,533.0,2.5603598432138046,3,1364.6717964329578
İstanbul,Eyüpsultan,Nişancı Mah.,196.0,14.460807889988173,3,2834.318346437682
İstanbul,Silivri,Balaban Mah.,328.0,3.000421691266177,3,984.138314735306
İstanbul,Arnavutköy,İmrahor Mah.,500.0,3.018024165188272,3,1509.012082594136
İstanbul,Beykoz,Yavuz Selim Mah.,473.0,7.906396608867153,3,3739.7255959941635
İstanbul,Silivri,Çeltik Mah.,663.0,0.6333318465868235,1,419.899014287064
İstanbul,Silivri,Balaban Mah.,250.0,0.7873106517882449,0,196.8276629470612
İstanbul,Silivri,Balaban Mah.,258.0,1.195206738825824,1,308.3633386170626
İstanbul,Büyükçekmece,Celaliye Mah.,907.0,4.528265968572596,3,4107.137233495344
İstanbul,Büyükçekmece,Türkoba Mah.,200.0,1.016942925226483,1,203.3885850452966
İstanbul,Arnavutköy,Sazlıbosna Mah.,290.0,1.3574321582555946,3,393.6553258941224
İstanbul,Ümraniye,Hekimbaşı Mah.,280.0,8.201152622794218,3,2296.322734382381
İstanbul,Şile,Göçe Mah.,634.0,4.139383027277838,1,2624.3688392941494
İstanbul,Şile,Bucaklı Mah.,1015.0,1.6159906645899935,1,1640.2305245588434
İstanbul,Beykoz,İshaklı Mah.,1700.0,6.483734779432605,3,11022.349125035427
İstanbul,Silivri,Yeni Mah.,239.0,4.062830420664583,3,971.0164705388354
İstanbul,Arnavutköy,Nenehatun Mah.,126.0,7.914763166125214,1,997.2601589317769
İstanbul,Silivri,Fener Mah.,4372.0,0.7503341832382633,2,3280.4610491176873
İstanbul,Büyükçekmece,Güzelce Mah.,444.0,8.275036880657229,3,3674.11637501181
İstanbul,Üsküdar,Beylerbeyi Mah.,848.0,5.725332963082756,1,4855.082352694177
İstanbul,Şile,Gökmaşlı Mah.,142.0,1.2012955954515474,2,170.58397455411972
İstanbul,Silivri,Akören Mah.,1452.0,0.4699283045568036,2,682.3358982164789
