,city,district,neighborhood,square_meter,gold_gr,type,total_gold
1485,İstanbul,Şile,Balibey Mah.,545.0,6.019194585537041,3,3280.4610491176877
1486,İstanbul,Arnavutköy,Hadımköy Mah.,445.0,9.28849645368154,3,4133.380921888285
1488,İstanbul,Silivri,Yeni Mah.,330.0,1.2724212554153451,2,419.8990142870639
1489,İstanbul,Arnavutköy,Karaburun Mah.,1562.0,6.552521429735713,3,10235.038473247185
1491,İstanbul,Şile,Göçe Mah.,1233.0,1.085505359318748,2,1338.4281080400162
1492,İstanbul,Arnavutköy,Haraççı Mah.,344.0,0.9002195437113653,2,309.67552303670965
1493,İstanbul,Silivri,Gümüşyaka Mah.,339.0,3.2127229153600947,3,1089.113068307072
1495,İstanbul,Beykoz,Fatih Mah.,190.0,6.906233787616183,3,1312.1844196470747
1497,İstanbul,Silivri,Büyük Sinekli Mah.,525.0,0.3624128397120492,2,190.26674084882583
1498,İstanbul,Şile,İsaköy Mah.,1470.0,1.0622445301904893,2,1561.4994593800193
1499,İstanbul,Silivri,Alipaşa Mah.,3500.0,0.2586877855875661,2,905.4072495564816
1500,İstanbul,Şile,Geredeli Mah.,997.0,0.6054210963266344,2,603.6048330376545
1501,İstanbul,Çatalca,Ferhatpaşa Mah.,3925.0,0.4847560276403206,2,1902.6674084882584
1502,İstanbul,Çatalca,Çiftlikköy Mah.,980.0,0.3548253787821172,2,347.7288712064748
1503,İstanbul,Arnavutköy,Çilingir Mah.,250.0,1.1284786008964844,3,282.1196502241212
1505,İstanbul,Büyükçekmece,Mimar Sinan Merkez Mah.,163.0,12.075316745218482,3,1968.2766294706123
1507,İstanbul,Silivri,Büyük Kılıçlı Mah.,2570.0,0.6126931142320973,2,1574.62130357649
1508,İstanbul,Arnavutköy,Fatih Mah.,261.0,3.11706643747581,3,813.5543401811865
1509,İstanbul,Arnavutköy,Hadımköy Mah.,319.0,13.162978504296674,3,4198.990142870639
1510,İstanbul,Beykoz,Merkez Mah.,1500.0,2.930545203878467,1,4395.8178058177
1512,İstanbul,Silivri,Fevzipaşa Mah.,3169.0,0.2360192865884609,2,747.9451191988327
1513,İstanbul,Beykoz,Çengeldere Mah.,312.0,6.308578940610937,3,1968.2766294706123
1514,İstanbul,Şile,Bucaklı Mah.,337.0,1.0668799138970282,2,359.5385309832985
1515,İstanbul,Silivri,Çeltik Mah.,525.0,1.2496994472829284,1,656.0922098235374
1516,İstanbul,Üsküdar,Mehmet Akif Ersoy Mah.,485.0,9.4693721005459,3,4592.645468764762
1517,İstanbul,Silivri,Kadıköy Mah.,2625.0,0.4498918010218542,2,1180.965977682367
1518,İstanbul,Şile,Çavuş Mah.,613.0,5.351486213895085,3,3280.4610491176877
1520,İstanbul,Sarıyer,Kireçburnu Mah.,302.0,9.993457500623418,3,3018.024165188272
1521,İstanbul,Üsküdar,Yavuztürk Mah.,100.0,6.560922098235374,3,656.0922098235375
1524,İstanbul,Fatih,Cibali Mah.,204.0,10.29164250703588,3,2099.49507143532
1527,İstanbul,Çatalca,Celepköy Mah.,600.0,0.6989569008653419,2,419.3741405192051
1528,İstanbul,Silivri,Küçük Kılıçlı Mah.,530.0,0.9408114706903556,2,498.63007946588846
1529,İstanbul,Büyükçekmece,Bahçelievler Mah.,350.0,8.997836020437084,0,3149.2426071529794
1530,İstanbul,Silivri,Sancaktepe Mah.,250.0,0.4723863910729469,2,118.09659776823672
1532,İstanbul,Şile,Yazımanayır Mah.,704.0,1.0624220443165238,3,747.9451191988327
1533,İstanbul,Şile,Çavuş Mah.,1135.0,5.214054389963267,3,5917.951732608308
1537,İstanbul,Arnavutköy,Boyalık Mah.,1800.0,0.8747896130980499,1,1574.62130357649
1539,İstanbul,Silivri,Seymen Mah.,888.0,0.5467435081862813,2,485.50823526941775
1541,İstanbul,Şile,Kumbaba Mah.,491.0,6.681183399425025,3,3280.4610491176877
1542,İstanbul,Beykoz,Fatih Mah.,370.0,4.965022128394337,3,1837.0581875059047
1544,İstanbul,Arnavutköy,Fatih Mah.,106.0,2.9709835916537544,3,314.924260715298
1547,İstanbul,Arnavutköy,Boyalık Mah.,1056.0,1.0748480331389392,2,1135.0395229947198
1550,İstanbul,Üsküdar,Çengelköy Mah.,284.0,6.699533128479783,3,1902.6674084882584
1551,İstanbul,Tuzla,Akfırat Mah.,2847.0,0.5300358561974485,2,1509.012082594136
1552,İstanbul,Silivri,Fevzipaşa Mah.,212.0,0.5261116776886857,2,111.53567567000135
1554,İstanbul,Silivri,Sancaktepe Mah.,2190.0,0.4074362581552561,2,892.2854053600109
1555,İstanbul,Çatalca,Hisarbeyli Mah.,238.0,1.042028803837383,2,248.0028553132972
1557,İstanbul,Çatalca,Hallaçlı Mah.,500.0,0.2256957201792968,2,112.84786008964844
1558,İstanbul,Silivri,İsmetpaşa Mah.,145.0,0.3800810043115665,2,55.11174562517715
1559,İstanbul,Silivri,Selimpaşa Mah.,1000.0,2.296322734382381,3,2296.322734382381
1560,İstanbul,Arnavutköy,Adnan Menderes Mah.,205.0,3.891746961684983,3,797.8081271454215
1561,İstanbul,Çatalca,Ovayenice Mah.,4445.0,0.5904091876927221,2,2624.36883929415
1562,İstanbul,Beykoz,Riva Mah.,1595.0,5.758803095629796,3,9185.290937529524
1564,İstanbul,Ataşehir,Yeni Çamlıca Mah.,280.0,11.247295025546356,3,3149.2426071529794
1565,İstanbul,Tuzla,Orhanlı Mah.,2225.0,5.012839355955117,1,11153.567567000136
1566,İstanbul,Arnavutköy,Haraççı Mah.,945.0,7.8453354190539395,3,7413.841971005972
1567,İstanbul,Arnavutköy,Karaburun Mah.,282.0,7.305423896616694,3,2060.1295388459075
1568,İstanbul,Şile,Balibey Mah.,600.0,5.2487376785883,3,3149.24260715298
1570,İstanbul,Çatalca,Kestanelik Mah.,624.0,1.0514298234351562,2,656.0922098235375
1571,İstanbul,Çatalca,Kestanelik Mah.,3859.0,1.0711015604789549,2,4133.380921888286
1572,İstanbul,Çatalca,İnceğiz Mah.,500.0,1.3121844196470749,2,656.0922098235375
1573,İstanbul,Silivri,Yeni Mah.,256.0,1.024118933771428,3,262.1744470454856
1574,İstanbul,Çekmeköy,Sırapınar Mah.,1160.0,10.40697987995956,3,12072.096660753088
1577,İstanbul,Çatalca,Aydınlar Mah.,519.0,1.2135809661475838,2,629.848521430596
1578,İstanbul,Çatalca,Belgrat Mah.,201.0,0.7442239992028186,2,149.58902383976653
1579,İstanbul,Çatalca,Celepköy Mah.,575.0,0.5020531692562721,2,288.68057232235645
1580,İstanbul,Çatalca,Fatih Mah.,328.0,1.4402024118077652,2,472.386391072947
1581,İstanbul,Silivri,Yolçatı Mah.,302.0,0.6647821728675578,0,200.7642162060025
1582,İstanbul,Silivri,Ortaköy Mah.,1250.0,2.0575051700066136,3,2571.881462508267
1583,İstanbul,Çatalca,Hallaçlı Mah.,1000.0,0.4592645468764762,0,459.2645468764762
1584,İstanbul,Ataşehir,Ferhatpaşa Mah.,325.0,16.149962087964,1,5248.7376785883
1585,İstanbul,Şile,Göçe Mah.,3524.0,0.4840634919242898,2,1705.839745541197
1587,İstanbul,Arnavutköy,Karaburun Mah.,578.0,6.810645776714922,3,3936.5532589412246
1588,İstanbul,Sarıyer,Uskumruköy Mah.,2200.0,5.010158693197923,2,11022.349125035433
1590,İstanbul,Şile,Kızılca Mah.,1802.0,2.184546758568937,2,3936.5532589412246
1591,İstanbul,Silivri,Mimar Sinan Mah.,249.0,4.742835251736415,2,1180.965977682367
1592,İstanbul,Arnavutköy,Anadolu Mah.,143.0,7.983219895754931,3,1141.6004450929552
1593,İstanbul,Arnavutköy,Dursunköy Mah.,792.0,1.5242546288829657,2,1207.2096660753089
1595,İstanbul,Arnavutköy,Yeniköy Mah.,912.0,1.7265584469040458,3,1574.6213035764897
1596,İstanbul,Silivri,Akören Mah.,1455.0,0.3877933336414035,2,564.2393004482421
1599,İstanbul,Şile,Geredeli Mah.,330.0,1.3519475838788044,2,446.1427026800055
1601,İstanbul,Silivri,Gümüşyaka Mah.,1938.0,2.153119945550928,3,4172.7464544776985
1602,İstanbul,Silivri,Danamandıra Mah.,1930.0,0.4800011400367019,2,926.4022002708348
1603,İstanbul,Pendik,Kurtdoğmuş Mah.,1000.0,0.1443402861611782,2,144.34028616117823
1606,İstanbul,Çatalca,Elbasan Mah.,1339.0,1.2641657216913569,2,1692.717901344727
1607,İstanbul,Silivri,Büyük Kılıçlı Mah.,428.0,0.6039727352113873,2,258.5003306704738
1610,İstanbul,Şile,İsaköy Mah.,990.0,1.5772721811919383,2,1561.499459380019
1611,İstanbul,Küçükçekmece,Yarımburgaz Mah.,569.0,5.188778460818837,3,2952.4149442059183
1613,İstanbul,Çatalca,Kızılcaali Mah.,572.0,0.4588057411353408,2,262.43688392941493
1614,İstanbul,Çatalca,Muratbey Merkez Mah.,179.0,2.639030117725961,3,472.386391072947
1615,İstanbul,Arnavutköy,Ömerli Mah.,600.0,6.342224694960862,1,3805.334816976517
1616,İstanbul,Silivri,Gümüşyaka Mah.,376.0,2.791881743929946,3,1049.7475357176595
1618,İstanbul,Çatalca,Çanakça Mah.,616.0,2.108867817289941,2,1299.062575450604
1619,İstanbul,Arnavutköy,Yassıören Mah.,2175.0,1.5082579536173275,2,3280.4610491176877
1620,İstanbul,Silivri,Gümüşyaka Mah.,1020.0,1.4022362915836388,3,1430.2810174153117
1622,İstanbul,Silivri,Kadıköy Mah.,590.0,3.5584662227717283,3,2099.49507143532
1623,İstanbul,Arnavutköy,Yassıören Mah.,2240.0,1.2067410287825775,2,2703.0999044729742
1625,İstanbul,Çatalca,Hallaçlı Mah.,2350.0,0.312690755320154,2,734.8232750023619
1626,İstanbul,Şile,Geredeli Mah.,270.0,1.992576340945558,2,537.9956120553006
1627,İstanbul,Pendik,Sülüntepe Mah.,47.0,7.81726888300385,3,367.41163750118096
1629,İstanbul,Pendik,Yenişehir Mah.,287.0,5.669368224259139,1,1627.1086803623728
1630,İstanbul,Beykoz,Fatih Mah.,220.0,6.143408873802214,3,1351.5499522364871
1631,İstanbul,Şişli,Mecidiyeköy Mah.,100.0,12.465751986647213,3,1246.575198664721
1633,İstanbul,Arnavutköy,Karaburun Mah.,578.0,6.810645776714922,3,3936.5532589412246
1634,İstanbul,Silivri,Büyük Çavuşlu Mah.,1181.0,0.4722086184166019,2,557.6783783500068
1635,İstanbul,Çatalca,Çiftlikköy Mah.,250.0,1.2072096660753089,2,301.8024165188272
1638,İstanbul,Arnavutköy,Baklalı Mah.,3644.0,0.1001062757030424,3,364.7872686618868
1641,İstanbul,Sultanbeyli,Fatih Mah.,423.0,10.236899727743136,3,4330.208584835346
1643,İstanbul,Silivri,Alipaşa Mah.,253.0,1.5040849078958567,2,380.5334816976517
1644,İstanbul,Arnavutköy,Dursunköy Mah.,786.0,1.240398249106586,2,974.9530237977764
1646,İstanbul,Şile,Geredeli Mah.,846.0,2.6057562943346166,3,2204.469825007085
1647,İstanbul,Çatalca,Başak Mah.,3225.0,2.27852178295306,3,7348.232750023619
1648,İstanbul,Silivri,Fener Mah.,227.0,0.849740571313304,2,192.89110968812005
1649,İstanbul,Çekmeköy,Koçullu Mah.,223.0,3.4716986887523507,2,774.1888075917742
1650,İstanbul,Şile,Soğullu Mah.,2658.0,0.2725542306172431,2,724.4491449806321
1652,İstanbul,Tuzla,Akfırat Mah.,500.0,3.1492426071529795,3,1574.6213035764897
1653,İstanbul,Arnavutköy,Haraççı Mah.,223.0,1.765270519704585,3,393.6553258941225
1654,İstanbul,Şile,Çengilli Mah.,125.0,1.7845708107200218,3,223.07135134000276
1655,İstanbul,Şile,Göçe Mah.,869.0,1.328794349009696,2,1154.7222892894258
1656,İstanbul,Çatalca,Elbasan Mah.,502.0,1.0978435383501424,2,551.1174562517715
1657,İstanbul,Silivri,Akören Mah.,2087.0,0.3772451613743387,2,787.310651788245
1658,İstanbul,Sultanbeyli,Battalgazi Mah.,172.0,6.072667430459719,3,1044.4987980390715
1659,İstanbul,Küçükçekmece,Yarımburgaz Mah.,170.0,7.332795286263065,1,1246.575198664721
1660,İstanbul,Beykoz,Yeni Mahalle Mah.,170.0,6.174985504221528,1,1049.7475357176595
1661,İstanbul,Silivri,Balaban Mah.,1962.0,0.601919458553704,2,1180.965977682367
1662,İstanbul,Beykoz,Fatih Mah.,313.0,5.659581362695052,3,1771.4489665235512
1663,İstanbul,Tuzla,Orhanlı Mah.,734.0,7.150868771918664,1,5248.7376785883
1664,İstanbul,Büyükçekmece,Karaağaç Mah.,2000.0,2.854001112732388,3,5708.002225464776
1665,İstanbul,Tuzla,Tepeören Mah.,131.0,2.7946523135994954,3,366.0994530815339
1666,İstanbul,Silivri,Balaban Mah.,652.0,2.0125527908697465,3,1312.1844196470747
1667,İstanbul,Çatalca,Kızılcaali Mah.,572.0,0.4588057411353408,2,262.43688392941493
1668,İstanbul,Şile,Kurfallı Mah.,1212.0,1.0285273916375588,2,1246.5751986647213
1669,İstanbul,Silivri,Yeni Mah.,423.0,0.4653136239883244,2,196.82766294706124
1670,İstanbul,Silivri,İsmetpaşa Mah.,4129.0,0.2129240884387358,2,879.1635611635402
1671,İstanbul,Çatalca,Çiftlikköy Mah.,932.0,0.3928105719758947,2,366.0994530815339
1672,İstanbul,Beykoz,Kavacık Mah.,290.0,12.216889424300351,3,3542.8979330471025
1673,İstanbul,Arnavutköy,Hastane Mah.,78.0,2.165104292417673,2,168.87813480857852
1674,İstanbul,Sultanbeyli,Orhangazi Mah.,304.0,5.395495146575144,3,1640.2305245588436
1675,İstanbul,Şile,Bucaklı Mah.,225.0,3.96571291271116,3,892.2854053600108
1676,İstanbul,Büyükçekmece,Celaliye Mah.,1458.0,3.860954156574726,3,5629.271160285951
1677,İstanbul,Çatalca,Ovayenice Mah.,610.0,1.1616058796875746,2,708.5795866094205
1678,İstanbul,Silivri,Gümüşyaka Mah.,370.0,4.007482146489715,3,1482.7683942011945
1679,İstanbul,Avcılar,Firuzköy Mah.,200.0,3.1492426071529795,0,629.848521430596
1682,İstanbul,Beylikdüzü,Dereağzı Mah.,410.0,6.400899608034512,3,2624.36883929415
1683,İstanbul,Silivri,Fevzipaşa Mah.,1800.0,0.8310501324431474,2,1495.8902383976654
1684,İstanbul,Şile,Geredeli Mah.,2626.0,0.5996273052461881,2,1574.62130357649
1686,İstanbul,Başakşehir,Şahintepe Mah.,583.0,13.50447087115343,3,7873.106517882449
1687,İstanbul,Silivri,Gümüşyaka Mah.,300.0,3.4991584523922,3,1049.74753571766
1690,İstanbul,Şile,İsaköy Mah.,1470.0,1.0693856698892488,2,1571.9969347371955
1692,İstanbul,Silivri,Gazitepe Mah.,1220.0,0.2473790299334649,2,301.8024165188272
1693,İstanbul,Çatalca,Elbasan Mah.,250.0,0.944772782145894,2,236.19319553647347
1696,İstanbul,Bağcılar,Demirkapı Mah.,119.0,16.540139743450524,3,1968.2766294706123
1698,İstanbul,Şile,İsaköy Mah.,3755.0,0.6361926448034121,2,2388.9033812368125
1700,İstanbul,Büyükçekmece,Karaağaç Mah.,450.0,1.1663861507973998,3,524.8737678588299
1701,İstanbul,Avcılar,Ambarlı Mah.,27.0,9.622685744078549,3,259.8125150901208
1702,İstanbul,Sultanbeyli,Necip Fazıl Mah.,203.0,5.365089006438779,3,1089.113068307072
1703,İstanbul,Şile,Geredeli Mah.,1976.0,0.4117177834925032,2,813.5543401811865
1704,İstanbul,Arnavutköy,Anadolu Mah.,250.0,15.746213035764898,3,3936.5532589412246
1705,İstanbul,Silivri,Kurfallı Mah.,482.0,0.3784100297322477,2,182.3936343309434
1707,İstanbul,Silivri,Piri Mehmet Paşa Mah.,250.0,0.4198990142870639,2,104.974753571766
1708,İstanbul,Şile,Çengilli Mah.,4293.0,0.2873173432257746,1,1233.4533544682504
1709,İstanbul,Arnavutköy,Fatih Mah.,400.0,1.705839745541197,3,682.3358982164789
1710,İstanbul,Beykoz,Çiftlik Mah.,767.0,8.21184512947322,3,6298.48521430596
1711,İstanbul,Silivri,Balaban Mah.,384.0,0.3280461049117687,2,125.9697042861192
1712,İstanbul,Üsküdar,Burhaniye Mah.,376.0,10.4695565397373,3,3936.5532589412246
1713,İstanbul,Büyükçekmece,Güzelce Mah.,294.0,6.605554221352621,3,1942.0329410776703
1714,İstanbul,Arnavutköy,Haraççı Mah.,283.0,3.8948230123800105,3,1102.234912503543
1716,İstanbul,Beykoz,Yeni Mahalle Mah.,139.0,6.891328247067372,0,957.8946263423646
1717,İstanbul,Sarıyer,Yeniköy Mah.,2996.0,2.6278726695201766,1,7873.106517882449
1718,İstanbul,Çatalca,Fatih Mah.,786.0,1.2020009950965571,2,944.772782145894
1719,İstanbul,Şile,Göksu Mah.,525.0,0.7273250783186643,2,381.8456661172988
1720,İstanbul,Arnavutköy,Balaban Mah.,1715.0,4.422405799160403,3,7584.425945560091
1721,İstanbul,Silivri,Mimar Sinan Mah.,218.0,3.7920925888883352,3,826.676184377657
1723,İstanbul,Sarıyer,Kocataş Mah.,560.0,12.184569611008552,3,6823.358982164789
1724,İstanbul,Beykoz,Anadolu Kavağı Mah.,355.0,11.828141247522929,3,4198.99014287064
1725,İstanbul,Silivri,Gazitepe Mah.,1474.0,0.783393683371388,2,1154.722289289426
1727,İstanbul,Silivri,İsmetpaşa Mah.,502.0,3.0316165137583213,3,1521.8714899066772
1728,İstanbul,Kartal,Hürriyet Mah.,307.0,10.258119241540651,3,3149.24260715298
1729,İstanbul,Şile,İsaköy Mah.,371.0,2.0513934323323544,3,761.0669633953034
1730,İstanbul,Arnavutköy,Boyalık Mah.,2044.0,2.1826942401174434,3,4461.427026800055
1732,İstanbul,Sarıyer,Kireçburnu Mah.,640.0,4.51063394253682,3,2886.8057232235647
1733,İstanbul,Silivri,Büyük Çavuşlu Mah.,633.0,0.3731330103261824,2,236.1931955364735
1734,İstanbul,Çatalca,Celepköy Mah.,430.0,0.5798024179835912,2,249.31503973294423
1735,İstanbul,Büyükçekmece,Karaağaç Mah.,298.0,1.0347763040841027,1,308.3633386170626
1736,İstanbul,Ümraniye,Yukarı Dudullu Mah.,353.0,7.954885716840624,3,2808.0746580447403
1737,İstanbul,Ataşehir,İçerenköy Mah.,367.0,15.73191129822106,3,5773.611446447129
1739,İstanbul,Tuzla,Akfırat Mah.,2000.0,0.1246575198664721,1,249.31503973294423
1740,İstanbul,Beykoz,Riva Mah.,622.0,7.805598637771988,3,4855.082352694177
1741,İstanbul,Tuzla,Anadolu Mah.,255.0,4.116657002814352,3,1049.7475357176595
1742,İstanbul,Sarıyer,Gümüşdere Mah.,1500.0,6.036048330376544,3,9054.072495564817
1743,İstanbul,Arnavutköy,Dursunköy Mah.,264.0,1.192894926951886,2,314.9242607152979
1744,İstanbul,Arnavutköy,Hadımköy Mah.,445.0,9.28849645368154,3,4133.380921888285
1745,İstanbul,Silivri,Akören Mah.,1350.0,0.3207561914692849,2,433.0208584835347
1748,İstanbul,Beykoz,İshaklı Mah.,1183.0,2.8839218014221424,3,3411.679491082394
1750,İstanbul,Şile,Ahmetli Mah.,500.0,6.560922098235374,3,3280.4610491176877
1751,İstanbul,Üsküdar,Küçük Çamlıca Mah.,295.0,15.83517469133419,3,4671.376533943586
1752,İstanbul,Arnavutköy,Haraççı Mah.,104.0,2.775774733868812,3,288.68057232235645
1753,İstanbul,Arnavutköy,Nenehatun Mah.,253.0,6.483124602999381,3,1640.2305245588434
1755,İstanbul,Sultanbeyli,Necip Fazıl Mah.,242.0,6.485010602883891,3,1569.3725658979015
1756,İstanbul,Sultangazi,Yayla Mah.,135.0,2.5757694163442584,2,347.7288712064749
1757,İstanbul,Beykoz,Ortaçeşme Mah.,200.0,6.495312877253021,1,1299.062575450604
1759,İstanbul,Arnavutköy,Haraççı Mah.,700.0,7.535687292206225,3,5274.981104544358
1760,İstanbul,Beykoz,Yalıköy Mah.,91.0,15.861569907821783,3,1443.4028616117823
1761,İstanbul,Pendik,Ertuğrul Gazi Mah.,60.0,4.811342872039274,3,288.68057232235645
1763,İstanbul,Eyüpsultan,Ağaçlı Mah.,1098.0,10.038569330633358,3,11022.349125035427
1764,İstanbul,Esenyurt,Necip Fazıl Kısakürek Mah.,133.0,11.345955508226586,3,1509.012082594136
1766,İstanbul,Arnavutköy,Tayakadın Mah.,1021.0,1.2980472711494082,3,1325.3062638435458
1767,İstanbul,Silivri,İsmetpaşa Mah.,321.0,0.6131702895547079,2,196.8276629470612
1768,İstanbul,Arnavutköy,Mareşal Fevzi Çakmak Mah.,354.0,5.233169388863673,3,1852.5419636577403
1771,İstanbul,Silivri,Ortaköy Mah.,1436.0,2.4671991177208232,3,3542.897933047102
1772,İstanbul,Arnavutköy,Yavuz Selim Mah.,117.0,4.7104056089894994,3,551.1174562517714
1773,İstanbul,Küçükçekmece,Yarımburgaz Mah.,214.0,4.904135975858554,3,1049.4850988337305
1777,İstanbul,Silivri,Sancaktepe Mah.,400.0,0.4264599363852993,2,170.58397455411972
1778,İstanbul,Başakşehir,Kayabaşı Mah.,189.0,7.220485695412475,3,1364.6717964329578
1779,İstanbul,Sultangazi,Cebeci Mah.,138.0,1.8826993847110205,1,259.8125150901208
1780,İstanbul,Şile,Gökmaşlı Mah.,654.0,1.805758375661112,2,1180.965977682367
1784,İstanbul,Beykoz,Mahmutşevketpaşa Mah.,162.0,2.105974994495305,0,341.1679491082395
1785,İstanbul,Şile,Çavuş Mah.,705.0,10.609150626933795,3,7479.451191988327
1787,İstanbul,Eyüpsultan,Düğmeciler Mah.,189.0,10.830728543118711,3,2047.0076946494369
1789,İstanbul,Fatih,Saraç İshak Mah.,240.0,14.762074721029592,1,3542.897933047102
1790,İstanbul,Çatalca,Ovayenice Mah.,3042.0,0.6901693199984614,2,2099.4950714353195
1792,İstanbul,Çatalca,Akalan Mah.,1354.0,0.8237494510339834,0,1115.3567567000136
1793,İstanbul,Beykoz,Mahmutşevketpaşa Mah.,2375.0,2.6519937744446143,0,6298.485214305959
1794,İstanbul,Tuzla,Akfırat Mah.,348.0,5.655967326064978,3,1968.2766294706123
1795,İstanbul,Şile,Göçe Mah.,873.0,0.6763837214675643,2,590.4829888411837
1796,İstanbul,Silivri,Balaban Mah.,250.0,0.9972601589317768,3,249.31503973294423
1797,İstanbul,Silivri,Ortaköy Mah.,260.0,1.514058945746625,2,393.6553258941225
1798,İstanbul,Çekmeköy,Koçullu Mah.,300.0,3.455418971737297,2,1036.625691521189
1799,İstanbul,Arnavutköy,Arnavutköy Merkez Mah.,170.0,8.259043111896295,0,1404.0373290223702
1800,İstanbul,Sarıyer,Büyükdere Mah.,250.0,7.085795866094204,1,1771.448966523551
1804,İstanbul,Şile,Karabeyli Mah.,350.0,0.7385723733442107,2,258.5003306704737
1806,İstanbul,Fatih,Ayvansaray Mah.,76.0,13.63981173054196,3,1036.625691521189
1807,İstanbul,Silivri,Seymen Mah.,281.0,0.7424815755298395,2,208.6373227238849
1808,İstanbul,Fatih,Cerrahpaşa Mah.,415.0,15.809450839121384,3,6560.922098235375
1809,İstanbul,Beykoz,Ortaçeşme Mah.,100.0,6.823358982164789,1,682.3358982164789
1810,İstanbul,Arnavutköy,Deliklikaya Mah.,1000.0,5.183128457605946,1,5183.128457605946
1812,İstanbul,Büyükçekmece,Celaliye Mah.,700.0,3.58038891646559,3,2506.272241525913
1813,İstanbul,Ataşehir,İçerenköy Mah.,241.0,16.334245887722926,3,3936.553258941225
1814,İstanbul,Şile,Ahmetli Mah.,410.0,3.680517274619844,3,1509.0120825941362
1815,İstanbul,Silivri,Sancaktepe Mah.,266.0,1.1839257921627742,3,314.9242607152979
1816,İstanbul,Çatalca,Fatih Mah.,353.0,0.9070056611724824,2,320.1729983938863
1817,İstanbul,Arnavutköy,Taşoluk Mah.,500.0,3.280461049117687,2,1640.2305245588436
1819,İstanbul,Sultanbeyli,Mehmet Akif Mah.,201.0,7.181108764237723,3,1443.4028616117823
1820,İstanbul,Silivri,Selimpaşa Mah.,1747.0,5.708415334469244,3,9972.601589317768
1821,İstanbul,Arnavutköy,Yassıören Mah.,165.0,1.0020317386395845,2,165.33523687553145
1822,İstanbul,Beylikdüzü,Gürpınar Mah.,425.0,7.409982605065835,3,3149.24260715298
1824,İstanbul,Arnavutköy,Fatih Mah.,156.0,2.9440035056184373,3,459.2645468764762
1825,İstanbul,Silivri,Fener Mah.,3877.0,0.7445978135732693,2,2886.805723223565
1826,İstanbul,Sarıyer,Büyükdere Mah.,516.0,12.714965306657705,3,6560.922098235375
1827,İstanbul,Tuzla,Postane Mah.,715.0,13.58064993760609,3,9710.164705388352
1830,İstanbul,Arnavutköy,Tayakadın Mah.,1156.0,5.675538147262435,3,6560.922098235375
1831,İstanbul,Silivri,Ortaköy Mah.,4211.0,0.8101826089310441,0,3411.6789662086267
1833,İstanbul,Arnavutköy,İmrahor Mah.,93.0,6.490374548791984,3,603.6048330376544
1834,İstanbul,Çatalca,Çiftlikköy Mah.,423.0,1.364919963699085,3,577.3611446447129
1835,İstanbul,Arnavutköy,Bolluca Mah.,743.0,12.36243733180286,3,9185.290937529524
1836,İstanbul,Ümraniye,Kazım Karabekir Mah.,570.0,11.510389646026972,3,6560.922098235375
1837,İstanbul,Pendik,Yayalar Mah.,43.0,9.154775020793544,1,393.6553258941224
1838,İstanbul,Arnavutköy,Fatih Mah.,295.0,2.0630207926519093,2,608.5911338323133
1841,İstanbul,Tuzla,Aydıntepe Mah.,406.0,6.043805085566576,3,2453.7848647400297
1842,İstanbul,Arnavutköy,Dursunköy Mah.,414.0,1.648154343518065,2,682.3358982164789
1844,İstanbul,Sancaktepe,Abdurrahmangazi Mah.,522.0,8.798171396101075,3,4592.645468764761
1845,İstanbul,Sultanbeyli,Mimar Sinan Mah.,68.0,6.367953801228452,3,433.0208584835347
1846,İstanbul,Silivri,Büyük Çavuşlu Mah.,518.0,2.127866626454716,3,1102.234912503543
1847,İstanbul,Arnavutköy,Mustafa Kemal Paşa Mah.,159.0,6.602185759230565,3,1049.74753571766
1848,İstanbul,Zeytinburnu,Nuripaşa Mah.,468.0,11.075060806850312,3,5183.128457605946
1849,İstanbul,Şile,Balibey Mah.,501.0,14.837374725151054,1,7433.524737300679
1851,İstanbul,Silivri,Fevzipaşa Mah.,1000.0,0.4198990142870639,2,419.899014287064
1852,İstanbul,Büyükçekmece,Pınartepe Mah.,655.0,6.611005473031065,3,4330.208584835347
1854,İstanbul,Arnavutköy,Yunus Emre Mah.,131.0,7.953239917555552,3,1041.8744291997773
1857,İstanbul,Silivri,Büyük Çavuşlu Mah.,408.0,1.4151008447174336,2,577.3611446447129
1858,İstanbul,Çatalca,Elbasan Mah.,572.0,1.9499243998251985,2,1115.3567567000136
1860,İstanbul,Beykoz,Gümüşsuyu Mah.,616.0,10.60824417182213,3,6534.678409842432
1861,İstanbul,Sarıyer,Gümüşdere Mah.,1875.0,4.898821833349079,2,9185.290937529524
1862,İstanbul,Sarıyer,Sarıyer Merkez Mah.,333.0,11.742671383027876,3,3910.3095705482815
1863,İstanbul,Bağcılar,Bağlar Mah.,121.0,12.471174236315171,3,1509.012082594136
1864,İstanbul,Tuzla,Tepeören Mah.,335.0,5.562095151936854,3,1863.3018758988464
1866,İstanbul,Silivri,İsmetpaşa Mah.,1275.0,0.3087492752110764,0,393.6553258941224
1867,İstanbul,Çatalca,Nakkaş Mah.,399.0,1.2168126197228513,3,485.5082352694176
1869,İstanbul,Silivri,Balaban Mah.,150.0,8.7478961309805,3,1312.184419647075
1870,İstanbul,Çatalca,Gökçeali Mah.,467.0,3.5403690979771185,3,1653.3523687553145
1871,İstanbul,Pendik,Çamlık Mah.,240.0,10.934870163725623,2,2624.368839294149
1872,İstanbul,Eyüpsultan,Ağaçlı Mah.,1050.0,6.998316904784399,3,7348.23275002362
